NAME,B01001_001E,B01001_002E,B01001_026E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B11001_001E,B11001_002E,B15003_001E,B15003_017E,B15003_021E,B15003_023E,B19013_001E,B19001_002E,B19001_017E,B19301_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B18101_004E,B18101_007E,B18101_010E,B18101_013E,B12001_001E,B12001_003E,B12001_009E,B12001_011E,B16001_001E,B16001_002E,B16001_003E,B25077_001E,B25064_001E,B25003_002E,B25003_003E,B25035_001E,B25071_001E,B27001_001E,B27001_005E,B27001_008E,B08006_001E,B08006_002E,B08013_001E,B28002_001E,B28002_002E,B28002_004E,B19052_001E,B19083_001E,state,county
Area name,Total population,Male population,Female population,Median age,White alone,Black or African American alone,Asian alone,Total households,Family households,Population 25 years and over,High school graduate,Bachelor’s degree,Graduate or professional degree,Median household income,"Households earning less than $10,000","Households earning $200,000 or more",Per capita income,Unemployed individuals,Labor force,Population below poverty level,Total population for poverty status,Individuals with a hearing difficulty,Individuals with a vision difficulty,Individuals with a cognitive difficulty,Individuals with an ambulatory difficulty,Population 15 years and over,Now married,Divorced,Widowed,Population 5 years and over,English only,Spanish-speaking population,Median home value,Median gross rent,Owner-occupied housing units,Renter-occupied housing units,Median year housing unit was built,Monthly housing costs as a percentage of household income,Total health insurance coverage status,Male with public health insurance,Female with private health insurance,Total workers 16 years and over,"Car, truck, or van - drove alone",Travel time to work (minutes),Total households,Households with internet access,Households with broadband internet,Household income from Social Security,Gini index of income inequality,,
"Waupaca County, Wisconsin",51245,26237,25008,45.5,49301,347,224,22305,13966,37135,13660,4282,1584,58693,947,717,32000,707,27008,5156,49607,9,298,409,1612,42728,6122,962,20963,,,,149900,698,16430,5875,1973,25.4,49858,154,174,25896,23381,576585,22305,17838,17619,22305,0.4242,55,135
"Barron County, Wisconsin",45229,22554,22675,44.2,42809,718,314,18907,12200,32261,10492,4285,1445,52703,842,520,29681,602,22719,4750,44339,9,145,411,1224,37057,5092,679,18683,,,,153200,705,14130,4777,1975,27.1,44662,87,281,21683,19341,421645,18907,14425,14246,18907,0.4386,55,005
"Sawyer County, Wisconsin",16399,8356,8043,50.3,12643,42,103,7796,5129,12202,3586,1389,806,47714,554,276,31772,445,7825,2601,16047,0,61,203,414,13759,1715,272,6712,,,,168400,682,5769,2027,1982,24.6,16123,7,127,7198,6316,143870,7796,5919,5856,7796,0.4966,55,113
"Green Lake County, Wisconsin",18755,9460,9295,45.3,18069,109,137,7979,5116,13286,4578,1446,541,55075,369,230,29207,292,9267,2157,18469,2,136,113,480,15369,2203,277,7625,,,,146600,710,6073,1906,1970,25.9,18576,89,247,8846,7803,214910,7979,5991,5907,7979,0.4154,55,047
"Price County, Wisconsin",13416,6806,6610,51.6,12779,112,81,6688,4077,10302,3749,1365,353,47956,396,96,28882,147,6585,1731,13181,1,32,87,488,11607,1454,227,5726,,,,122500,698,5206,1482,1975,27.4,13237,0,38,6294,5630,120655,6688,5056,4940,6688,0.4159,55,099
"Marquette County, Wisconsin",15304,7798,7506,50.0,14689,104,84,6648,4156,11449,4045,1227,404,52288,274,87,27922,351,7318,1603,15046,1,118,92,483,12827,1708,286,6311,,,,155300,701,5412,1236,1978,24.3,15174,8,57,6885,6247,201405,6648,5204,5127,6648,0.3957,55,077
"Marinette County, Wisconsin",40391,20316,20075,48.7,39045,297,135,18473,11254,30072,11204,3119,961,50330,893,368,28282,849,19538,5198,39450,1,327,335,1516,34206,4674,626,17083,,,,123800,679,13800,4673,1975,25.5,39895,9,110,18328,17019,364525,18473,14617,14459,18473,0.4243,55,075
"Milwaukee County, Wisconsin",951226,460464,490762,34.9,562729,251253,41067,382175,213613,629802,155300,49387,51081,50606,30391,14363,29270,25800,485643,176286,929362,301,6739,8199,21392,758325,172159,9011,396227,,,,158300,880,189054,193121,1955,30.0,942070,801,2807,453526,390558,9797950,382175,301259,299956,382175,0.4766,55,079
"Shelby County, Missouri",6013,3025,2988,42.3,5765,97,16,2432,1593,4131,1635,258,154,44083,123,54,24304,61,2966,927,5727,2,68,56,207,4819,581,113,2427,,,,72200,564,1796,636,1968,19.8,5800,24,68,2876,2436,55975,2432,1800,1786,2432,0.4285,29,205
"Webster County, Missouri",38655,19784,18871,36.7,36918,392,148,13575,9889,25128,8049,1867,1262,50560,546,360,22961,730,16268,6674,37392,9,299,425,1145,29956,3942,355,14758,,,,136200,661,10182,3393,1989,25.1,37753,199,526,15191,14145,420020,13575,9581,9469,13575,0.4182,29,225
"Atchison County, Missouri",5229,2597,2632,48.5,5103,24,25,2562,1428,3904,1378,230,180,50236,117,68,31248,66,2680,620,5136,0,13,58,148,4400,541,63,2233,,,,84900,529,1786,776,1959,20.6,5145,0,24,2586,2360,47780,2562,1924,1921,2562,0.4395,29,005
"Bates County, Missouri",16296,7993,8303,41.6,15542,246,47,6547,4617,11258,4597,796,513,47625,303,158,27635,358,7885,1908,15924,0,85,91,543,13131,1513,213,6718,,,,114600,654,4761,1786,1975,26.0,15977,41,81,7390,6456,213325,6547,4610,4556,6547,0.4564,29,013
"Benton County, Missouri",19107,9508,9599,53.6,18354,48,16,7872,5014,14783,4899,1138,739,40249,672,123,24317,586,7296,3346,18856,0,179,332,925,16402,1722,425,8286,,,,117500,638,6426,1446,1984,28.5,18902,22,164,6607,5994,182000,7872,5675,5611,7872,0.4669,29,015
"Carter County, Missouri",6147,3032,3115,41.7,5964,4,0,2333,1562,4228,1534,315,225,39530,138,35,22104,109,2572,801,6000,0,78,19,386,5003,702,143,2528,,,,101500,621,1806,527,1987,30.3,6085,0,12,2473,2053,59475,2333,1539,1537,2333,0.4341,29,035
"Dade County, Missouri",7578,3846,3732,46.2,7234,27,64,3068,2113,5459,2231,347,128,40399,193,44,23186,333,3378,1586,7372,0,7,86,214,6308,862,103,3158,,,,83500,630,2356,712,1976,28.1,7436,69,40,2938,2537,68450,3068,2225,2198,3068,0.4420,29,057
"Racine County, Wisconsin",195602,96899,98703,40.2,158201,22297,2523,76974,51944,133504,35741,14144,9137,61336,3796,3512,31572,4250,99022,23643,190270,4,1157,1504,4466,158122,27179,2133,80519,,,,176000,857,52019,24955,1967,29.6,190867,123,508,93229,86173,2200280,76974,64725,64440,76974,0.4366,55,101
"Winnebago County, Wisconsin",170411,85855,84556,38.3,156359,3874,4748,70594,41769,114836,33378,12458,6698,58543,3006,2732,32571,2779,90771,18396,162424,0,997,1554,3515,141454,27423,1532,70447,,,,152500,766,46039,24555,1972,25.7,165571,281,519,86951,79777,1545400,70594,59802,59191,70594,0.4463,55,139
"Forest County, Wisconsin",8995,4529,4466,46.7,7215,77,70,4008,2545,6444,2088,760,260,45536,297,58,25700,239,3940,1515,8748,7,57,82,304,7503,1082,154,3715,,,,132300,506,3053,955,1979,22.7,8767,29,51,3658,3281,69560,4008,2904,2865,4008,0.4378,55,041
"Green County, Wisconsin",36896,18354,18542,43.2,35479,219,236,15047,9873,26046,8031,3179,1437,64502,428,656,33459,413,20861,2568,36384,28,294,287,848,30113,4291,388,15226,,,,171400,754,11300,3747,1972,23.7,36548,8,77,20231,18056,449540,15047,12034,11851,15047,0.4157,55,045
"Rusk County, Wisconsin",14132,7074,7058,49.0,13602,90,23,6376,3995,10288,3709,1203,336,47532,357,104,25854,242,6683,1677,13836,0,75,77,520,11794,1492,198,5883,,,,113400,661,5046,1330,1974,26.2,13996,74,77,6288,5488,138920,6376,4740,4623,6376,0.4087,55,107
"Shawano County, Wisconsin",40904,20420,20484,45.2,36288,164,164,17004,11147,29287,12068,3601,1245,56531,730,474,29338,617,20633,4202,40118,0,173,251,1099,33664,4844,570,16927,,,,136700,629,13137,3867,1973,21.3,40340,56,173,19744,17624,434130,17004,13420,13238,17004,0.4187,55,115
"Langlade County, Wisconsin",19146,9703,9443,48.7,18246,240,42,8612,5428,14127,5391,1520,640,49491,449,158,27618,554,9333,2498,18875,0,94,215,641,16169,2376,266,8013,,,,113900,640,6639,1973,1972,28.1,18948,18,123,8618,7580,163065,8612,6704,6617,8612,0.4105,55,067
"Outagamie County, Wisconsin",185700,92704,92996,38.3,166701,2750,6437,73648,48425,125621,36657,16206,8494,65572,2169,3144,33221,2852,103212,14198,182206,26,920,1615,3567,149315,25003,1744,75392,,,,169400,807,52389,21259,1979,24.5,184353,184,581,99297,90955,1892635,73648,64012,63615,73648,0.4105,55,087
"Vernon County, Wisconsin",30633,15413,15220,41.7,29816,96,140,12071,8062,20578,7116,2414,1191,52459,726,320,26198,346,14033,4860,30243,0,100,144,793,24014,3337,314,12036,,,,157200,670,9387,2684,1973,29.0,30333,297,666,13543,11604,316910,12071,8945,8804,12071,0.4274,55,123
"Columbia County, Wisconsin",57133,29290,27843,42.4,54254,772,445,24112,15944,40470,11490,5338,2084,68005,875,1166,34984,890,31359,3959,55513,0,350,373,1179,47116,7255,635,23001,,,,192900,801,17933,6179,1975,24.6,55743,64,215,29975,27544,759910,24112,19657,19486,24112,0.4094,55,021
"Kewaunee County, Wisconsin",20387,10316,10071,44.3,19746,148,62,8341,5713,14533,5476,1807,580,66192,441,205,30921,245,10944,1567,20166,6,140,128,465,16870,2466,179,8363,,,,164900,693,6615,1726,1970,23.1,20263,0,41,10573,9567,235570,8341,6563,6499,8341,0.3818,55,061
"Brown County, Wisconsin",261368,129618,131750,37.4,222053,6386,8465,105271,67225,174626,46217,21845,11458,62340,4688,5179,32874,4306,143349,24825,254072,101,1653,1666,5187,209360,35441,2701,106226,,,,173900,795,68260,37011,1980,25.5,258334,362,904,136941,125842,2469520,105271,90368,89788,105271,0.4354,55,009
"Eau Claire County, Wisconsin",103514,51280,52234,34.5,95139,1286,4222,40981,23610,65506,14461,10122,5309,59476,1785,1539,30983,2121,58487,13728,99354,44,627,1229,2465,85989,17110,929,43912,,,,169400,823,26419,14562,1976,28.0,102800,169,390,55270,48788,935895,40981,35231,35110,40981,0.4348,55,035
"Oneida County, Wisconsin",35381,17793,17588,51.3,33995,263,137,15421,9606,27120,7706,3052,1869,56852,601,770,34910,399,17011,2725,34673,0,120,241,992,30371,3982,614,15263,,,,174100,766,12831,2590,1980,27.7,34834,9,116,16357,15087,315130,15421,12727,12611,15421,0.4599,55,085
"Polk County, Wisconsin",43438,21885,21553,45.6,41854,205,223,18450,12303,31275,10647,4083,1506,59994,695,501,30859,804,22320,3922,42843,3,267,293,1243,35896,4574,550,17864,,,,169700,756,14556,3894,1980,27.0,42986,63,171,21238,19278,594755,18450,14361,14111,18450,0.4007,55,095
"Washburn County, Wisconsin",15688,7810,7878,51.2,14934,120,100,7236,4683,11845,3522,1467,673,50280,434,132,29584,256,7279,2087,15461,3,96,79,446,13226,1365,211,6672,,,,157400,709,5791,1445,1981,27.6,15516,14,54,6895,6108,157340,7236,5660,5547,7236,0.4360,55,129
"Waukesha County, Wisconsin",400475,196972,203503,43.2,369238,6448,14193,158808,110423,282139,58028,27146,30505,87277,3973,18336,46073,6480,221319,19083,395121,45,1767,1962,5957,330580,45417,3869,169227,,,,282300,1046,121146,37662,1980,26.4,397893,173,507,212064,195811,4843195,158808,143370,142836,158808,0.4451,55,133
"Walworth County, Wisconsin",103074,51443,51631,40.0,96079,978,977,40874,26902,68084,18570,5637,5620,63776,2161,2006,32302,2117,55899,10666,100240,7,624,1042,2426,85434,14823,919,43068,,,,203400,880,28044,12830,1975,28.1,102419,65,289,52757,47264,1223155,40874,34194,33964,40874,0.4328,55,127
"Crawford County, Wisconsin",16235,8459,7776,46.3,15494,323,101,6654,4197,11707,4143,1372,476,50595,333,233,27615,211,7623,1912,15434,3,62,85,406,13584,2303,306,6540,,,,134200,639,5038,1616,1974,25.6,15510,62,30,7319,6690,155675,6654,5110,5040,6654,0.4421,55,023
"Juneau County, Wisconsin",26478,14142,12336,45.4,24826,608,147,10752,6737,19455,6534,1995,598,53490,525,306,27889,424,12605,3748,24897,2,156,238,1145,22106,3968,318,10253,,,,125800,761,8197,2555,1978,25.1,24967,12,71,12103,10739,262145,10752,8319,8208,10752,0.4449,55,057
"Sauk County, Wisconsin",63922,31929,31993,41.1,60126,528,387,26222,17152,44492,13192,5144,2396,59943,1115,900,30990,1025,35155,6228,62901,0,386,335,1461,51848,7984,689,26155,,,,182200,801,18063,8159,1981,27.6,63223,141,283,33663,30416,709675,26222,21667,21481,26222,0.4161,55,111
"Washington County, Wisconsin",134925,66936,67989,43.2,127872,1815,1762,54302,37957,95178,25872,10866,6761,77663,1407,3390,39055,2197,76016,6175,133873,23,442,682,2605,110646,15189,1326,55895,,,,236200,908,42104,12198,1982,25.2,134160,106,342,72842,67456,1711145,54302,47417,47164,54302,0.4068,55,131
"Chippewa County, Wisconsin",63892,33135,30757,41.2,60684,1017,860,25601,17210,45181,14033,7123,2227,59742,979,898,29991,1011,32858,6278,61080,7,360,380,1456,52093,8432,788,24930,,,,167400,821,18717,6884,1976,27.1,61393,148,176,31494,28372,672870,25601,21493,21206,25601,0.4153,55,017
"Dane County, Wisconsin",536078,266443,269635,35.1,449694,27781,31808,222929,126193,352710,55365,34398,47985,73893,9405,18631,40614,8246,316352,56956,522163,25,2399,3436,7177,443910,92197,3447,224708,,,,265600,1083,129740,93189,1981,28.4,532000,172,1001,303902,246045,6103045,222929,198066,197153,222929,0.4424,55,025
"Douglas County, Wisconsin",43295,21760,21535,42.2,40205,609,538,19011,11470,30889,8484,4112,1864,53986,993,462,30153,887,22805,5047,42121,10,297,433,1431,36160,5957,534,18097,,,,145800,766,12837,6174,1970,26.4,42715,29,133,21663,19247,457145,19011,15005,14843,19011,0.4204,55,031
"Jackson County, Wisconsin",20522,10956,9566,41.7,17953,417,87,8199,5083,14494,5185,1571,605,53650,394,183,26481,477,9863,2229,19195,2,103,114,465,16819,3219,332,7745,,,,135900,674,6059,2140,1977,24.8,19404,119,145,9203,8081,190705,8199,6239,6147,8199,0.4125,55,053
"Iowa County, Wisconsin",23618,11865,11753,42.8,22860,213,160,9850,6485,16597,5457,2143,1064,64124,392,357,34114,360,12954,2061,23358,21,65,251,510,19149,2901,291,9552,,,,183200,750,7274,2576,1975,23.7,23460,33,43,12402,10924,301080,9850,8064,7993,9850,0.4274,55,049
"Ozaukee County, Wisconsin",88597,43578,45019,44.0,82886,1093,1859,35807,25228,61670,11297,5482,7855,85215,1147,4451,49030,1256,48469,4631,86789,0,377,434,1220,73194,9648,1038,37536,,,,282500,927,27162,8645,1976,26.0,88112,168,100,46591,42471,1046525,35807,31747,31609,35807,0.4824,55,089
"Portage County, Wisconsin",70632,35584,35048,37.0,65601,577,2093,28675,17382,45350,12977,4846,3070,58853,1495,1110,31453,1303,39097,8099,67209,4,321,677,1481,59362,11591,812,29637,,,,168100,776,19794,8881,1978,27.2,70343,89,111,37104,32617,680975,28675,24614,24498,28675,0.4347,55,097
"Rock County, Wisconsin",162152,79875,82277,39.5,141160,7083,2035,64739,41435,110227,34248,12520,6332,57875,2853,1736,28945,4338,84269,20359,158476,31,1196,1353,4164,131014,21911,1724,67211,,,,146200,838,44254,20485,1969,27.9,160864,185,396,78443,72975,1743060,64739,52265,51890,64739,0.4128,55,105
"Taylor County, Wisconsin",20325,10367,9958,43.7,19787,57,46,8614,5862,14094,5595,1466,547,53020,472,212,27506,391,10653,1983,20002,0,164,81,555,16367,2129,220,7999,,,,137800,660,6601,2013,1975,25.8,20125,76,140,10039,8563,207030,8614,6519,6406,8614,0.4157,55,119
"Adams County, Wisconsin",20094,10788,9306,53.8,18621,552,132,9062,5624,16106,5355,1336,520,46369,365,164,27241,499,8271,2437,18922,0,128,151,1040,17711,2533,429,8154,,,,131100,639,7548,1514,1983,26.1,19000,10,63,7598,6857,198050,9062,6847,6745,9062,0.4238,55,001
"Bayfield County, Wisconsin",14993,7636,7357,52.2,12904,130,72,7057,4598,11499,3042,1425,918,56096,368,173,31825,341,7356,1632,14830,0,88,112,529,12883,1491,278,6339,,,,170200,653,5872,1185,1981,25.9,14885,6,50,6843,5834,144665,7057,5822,5749,7057,0.4200,55,007
"Monroe County, Wisconsin",45771,23127,22644,39.9,42540,835,416,17915,11528,30923,10102,3450,1413,59587,641,547,29242,626,22329,5074,44898,6,240,329,1750,36112,5668,520,17789,,,,155000,815,12487,5428,1979,24.7,44922,272,394,21755,19187,408965,17915,14192,14019,17915,0.4068,55,081
"Wood County, Wisconsin",73112,35993,37119,44.1,68862,513,1491,32332,19866,52201,17700,6496,2731,54913,1424,1175,31425,1415,37378,7418,72250,30,633,575,1731,59989,8534,1009,30602,,,,131900,718,23399,8933,1972,26.0,72541,77,152,35266,32453,662530,32332,26494,26240,32332,0.4310,55,141
"Ashland County, Wisconsin",15617,7905,7712,42.0,13094,117,73,6565,3860,10660,3514,1384,489,42510,435,129,23946,408,7650,2604,15007,0,96,180,536,12750,2369,173,6332,,,,113100,631,4483,2082,1967,29.1,15407,2,27,7114,5879,113265,6565,4699,4644,6565,0.4410,55,003
"Florence County, Wisconsin",4314,2247,2067,53.6,4238,13,0,1948,1287,3436,1141,382,149,52181,127,55,32348,112,2043,438,4254,0,8,34,207,3755,452,58,1799,,,,129600,480,1680,268,1979,20.2,4259,0,10,1886,1699,38850,1948,1427,1412,1948,0.4795,55,037
"Jefferson County, Wisconsin",84701,42338,42363,41.1,79705,753,530,32965,22598,58546,17062,7049,3329,66291,1115,1212,31992,1551,47762,6800,81518,11,328,647,2059,70016,11235,1034,35238,,,,190400,857,23126,9839,1973,26.3,84225,29,170,45365,41068,1065845,32965,27584,27342,32965,0.4044,55,055
"Campbell County, Wyoming",47409,24089,23320,34.0,44560,170,246,17574,12381,30412,9053,3597,1163,82659,773,840,34776,919,25490,5674,46674,0,235,320,1114,36026,5195,416,17495,,,,222700,936,12900,4674,1990,23.7,46921,165,231,24170,21442,484735,17574,16001,15987,17574,0.3877,56,005
"Lincoln County, Wyoming",19274,9801,9473,39.7,18468,9,54,6908,4695,12784,3472,1556,735,66964,209,281,29747,497,9686,1574,19120,4,116,159,648,14917,1929,186,7367,,,,246400,852,5693,1215,1987,24.5,19163,96,244,8858,7921,234655,6908,5771,5740,6908,0.3876,56,023
"Natrona County, Wyoming",80333,40342,39991,36.9,75689,940,473,32799,20529,54369,13008,6574,3317,62772,1825,1576,33797,1857,42958,7393,78266,59,591,871,2455,64123,10070,987,32132,,,,208700,860,22363,10436,1975,27.6,79211,258,762,40704,37854,664485,32799,27170,27068,32799,0.4362,56,025
"Converse County, Wyoming",13921,7169,6752,40.0,13308,0,32,5378,3769,9514,3065,1208,476,69647,149,213,33693,380,7023,1334,13862,0,50,124,594,11062,1122,192,5428,,,,206700,739,3964,1414,1978,27.6,13876,92,24,6551,5597,160225,5378,4332,4290,5378,0.3970,56,009
"Niobrara County, Wyoming",2422,1091,1331,45.5,2277,14,0,964,601,1829,548,134,61,39150,121,27,22958,43,967,431,2139,0,20,2,76,2073,198,59,1155,,,,156300,560,747,217,1949,30.6,2139,0,32,900,707,10830,964,696,696,964,0.4727,56,027
"Sweetwater County, Wyoming",43521,22471,21050,35.3,40642,502,340,15523,10794,27962,7217,3374,1563,74843,805,582,32603,1394,22881,4921,42958,0,375,599,1321,33813,5290,395,16293,,,,205600,861,11832,3691,1980,23.1,43246,171,322,21188,19207,405505,15523,13241,13040,15523,0.4065,56,037
"Warren County, Tennessee",40702,20242,20460,40.0,37221,862,283,15727,10167,27890,9889,1636,1002,41125,1286,402,22802,917,18148,8714,40078,45,455,222,2001,32786,4468,746,16599,,,,112500,640,10926,4801,1978,27.8,40169,143,339,16937,16136,399875,15727,11082,11003,15727,0.4724,47,177
"Washington County, Tennessee",127805,62285,65520,40.2,116464,5340,2137,53859,33030,87624,20787,6525,7393,48334,4384,2220,29656,2851,63152,18955,122942,43,647,1479,4499,107297,17138,1704,55384,,,,163000,757,34682,19177,1985,28.8,125931,108,301,58635,54024,1162105,53859,44287,44054,53859,0.4877,47,179
"Weakley County, Tennessee",33510,16406,17104,38.6,29651,2831,84,13640,8677,21492,6509,1133,1287,39937,1217,241,22755,846,15165,6264,30904,0,180,389,1505,28190,4569,550,14579,,,,97800,626,8904,4736,1977,30.1,33062,218,197,14158,12747,287595,13640,9614,9535,13640,0.4649,47,183
"Benton County, Tennessee",16140,7937,8203,47.9,15319,487,28,6762,3832,11802,4441,551,390,37512,697,157,22636,431,6322,3122,15996,0,270,175,975,13581,1646,279,7054,,,,85600,658,5214,1548,1985,28.3,15988,0,32,5664,5479,135970,6762,4409,4339,6762,0.4662,47,005
"Bledsoe County, Tennessee",14836,8707,6129,44.1,13343,491,10,4894,3473,11032,3038,725,383,44122,525,152,21700,602,6019,3162,13602,10,106,163,848,12476,2165,275,5179,,,,134600,656,3612,1282,1991,23.1,13636,14,102,5291,4740,160190,4894,3474,3452,4894,0.4754,47,007
"Campbell County, Tennessee",39797,19434,20363,44.1,38710,127,170,16192,11127,28665,9317,1754,795,39803,1487,280,24212,1558,17016,8158,38853,14,368,471,2470,33063,4273,772,17094,,,,104400,614,11026,5166,1982,26.3,39155,38,98,15098,14262,445535,16192,10347,10263,16192,0.4894,47,013
"Cannon County, Tennessee",14178,6999,7179,42.0,13593,265,4,5488,3903,10139,4061,544,377,55330,457,143,26435,254,6694,2216,13989,0,33,143,541,11671,1497,231,5908,,,,164600,635,4103,1385,1980,24.9,13997,26,123,6380,5984,195355,5488,3855,3817,5488,0.4285,47,015
"Houston County, Tennessee",8164,4154,4010,43.9,7542,441,14,2878,1750,5754,2226,212,220,42711,353,62,22360,195,3290,1321,7882,0,35,28,321,6718,1238,136,3301,,,,103700,642,2201,677,1981,26.8,7955,10,0,2932,2573,95185,2878,2030,1999,2878,0.4846,47,083
"Maury County, Tennessee",91976,44440,47536,39.1,77153,10571,866,34688,24626,63595,18614,6366,3603,57170,1836,1344,28970,1870,46267,9146,90689,0,522,604,2349,73903,10044,1176,38670,,,,184800,895,24236,10452,1989,28.3,90866,259,501,43748,41073,1241180,34688,28549,28451,34688,0.4351,47,119
"Polk County, Texas",48913,26465,22448,43.7,41071,4794,378,18033,12586,35202,10256,2218,1034,49279,1414,682,25164,1512,20381,8238,45305,49,621,411,1994,40709,6370,693,18502,,,,110200,763,13711,4322,1985,25.5,45390,111,323,18476,16894,564870,18033,13138,12889,18033,0.4583,48,373
"Refugio County, Texas",7145,3439,3706,43.3,5766,480,21,2547,1741,4817,1521,410,126,50076,180,42,24248,204,2974,1148,6969,0,103,10,251,5789,1020,142,2976,,,,85600,644,1853,694,1969,32.0,6981,49,43,2694,2565,59055,2547,1781,1781,2547,0.4406,48,391
"Van Zandt County, Texas",55103,27074,28029,42.8,51331,1543,271,20156,14699,38152,10677,3299,1363,54654,1119,815,27900,1160,23395,7377,54084,0,298,559,1588,44761,5319,876,23014,,,,132300,836,15722,4434,1986,27.1,54486,179,759,21843,20197,743545,20156,14464,14396,20156,0.4542,48,467
"Caldwell County, Texas",42144,21313,20831,35.9,34069,2561,423,13460,9619,27299,8489,1318,997,54152,960,545,25086,507,19073,7541,39956,0,269,385,1479,33920,6353,311,16893,,,,144800,920,9071,4389,1985,32.4,40074,393,479,18378,16593,572855,13460,9445,9390,13460,0.4667,48,055
"Wilbarger County, Texas",12833,6266,6567,39.4,10017,1291,121,5180,3252,8856,2358,634,255,45302,322,123,23696,366,6519,2390,12447,8,237,265,371,10471,1608,210,5353,,,,68300,616,3146,2034,1961,21.5,12633,42,50,6089,5877,84530,5180,3399,3399,5180,0.4349,48,487
"Martin County, Texas",5649,2943,2706,32.7,4479,48,4,1694,1245,3321,918,149,248,66610,57,133,30548,118,2601,474,5589,0,41,36,66,4186,616,146,1976,,,,148000,821,1251,443,1976,20.5,5593,11,19,2464,2255,44815,1694,1066,1066,1694,0.4371,48,317
"Linn County, Missouri",12113,5885,6228,41.8,11739,57,43,5106,3437,8283,3392,698,334,45930,317,83,25130,110,5722,1843,11974,0,115,59,293,9733,1205,131,5059,,,,87200,558,3721,1385,1962,23.8,11976,40,102,5579,5064,109115,5106,3604,3578,5106,0.4238,29,115
"Howell County, Missouri",40104,19571,20533,40.9,38584,90,262,15878,10668,27343,8722,2312,1482,38357,1877,254,21048,707,17138,8782,39430,0,281,424,1733,32212,4139,929,16702,,,,112200,598,10861,5017,1982,26.5,39706,92,269,16210,15276,298015,15878,11564,11466,15878,0.4617,29,091
"Johnson County, Missouri",53682,27503,26179,30.5,47758,2326,917,19864,13041,31527,8552,2733,3024,55273,1051,341,25380,1208,25139,7098,49035,0,283,453,1276,43948,8856,563,21375,,,,156500,806,12114,7750,1987,28.5,49542,93,245,26742,23947,543950,19864,17157,17108,19864,0.3975,29,101
"Laclede County, Missouri",35531,17431,18100,40.3,33751,205,131,14112,10276,24206,8237,1948,763,47257,889,270,23051,1063,16538,5265,35077,0,203,319,1566,28286,3201,460,14570,,,,113900,661,9807,4305,1983,22.3,35119,91,138,15395,14550,315290,14112,10413,10287,14112,0.4158,29,105
"Maries County, Missouri",8803,4447,4356,46.0,8513,26,91,3762,2450,6383,2210,676,223,47569,318,98,26226,240,3998,1482,8724,0,19,69,370,7377,931,189,3649,,,,133200,559,2817,945,1981,29.2,8700,60,57,3716,3336,114840,3762,2474,2433,3762,0.4424,29,125
"Phelps County, Missouri",44630,23373,21257,35.3,40391,1079,1620,17981,11063,27761,7136,2384,2345,44154,1869,579,25202,1038,20153,8569,41549,0,371,441,1543,36758,7935,708,17482,,,,135000,727,10725,7256,1983,29.0,43883,56,145,18739,17086,351510,17981,14536,14503,17981,0.4848,29,161
"Platte County, Missouri",100682,49730,50952,38.2,85900,6825,2757,39305,25985,68447,13001,5783,8705,80393,999,3590,40567,2115,56039,6191,99505,45,915,1066,2366,80922,12019,651,41327,,,,226500,1019,25905,13400,1987,25.4,99737,153,473,53441,49482,1204095,39305,35498,35383,39305,0.4261,29,165
"St. Francois County, Missouri",66643,35826,30817,39.4,61886,2960,344,24898,16451,47198,13496,4056,2146,46466,1595,408,22578,1440,28738,9249,59587,0,708,922,3417,55133,10263,1163,25163,,,,121000,690,17043,7855,1979,27.9,59966,13,101,26979,25722,667625,24898,19858,19771,24898,0.4185,29,187
"St. Louis city, Missouri",308174,149175,158999,35.8,143401,143018,10365,141952,64324,219272,43600,14004,23772,43896,16386,5580,30542,11657,167492,65412,299689,73,1843,3106,10018,257004,64263,2574,134093,,,,138700,828,61975,79977,0,29.7,303603,424,1283,153311,123416,3580785,141952,105725,105550,141952,0.5048,29,510
"Andrew County, Missouri",17503,8740,8763,42.4,16686,240,61,6763,4743,12199,3932,908,711,58772,255,206,29338,261,8678,1362,17256,12,95,16,609,14239,1942,238,7167,,,,147900,801,5406,1357,1978,24.3,17306,0,7,8203,7740,191865,6763,5197,5132,6763,0.4115,29,003
"Butler County, Missouri",42656,20865,21791,41.3,38560,2367,325,16390,10997,29277,8675,2565,1061,39915,1605,419,21652,1490,18911,9893,41695,46,600,738,2037,34406,5226,398,17793,,,,113500,675,10439,5951,1980,29.5,41998,4,262,17170,15625,301700,16390,11941,11885,16390,0.4710,29,023
"Carroll County, Missouri",8781,4334,4447,43.4,8394,163,43,3503,2444,6156,2374,370,276,50830,200,121,25715,260,3883,1255,8653,0,42,80,258,7123,931,102,3681,,,,88200,607,2601,902,1962,23.0,8692,0,95,3571,3109,89205,3503,2499,2465,3503,0.4344,29,033
"Daviess County, Missouri",8295,4170,4125,41.1,8055,50,15,3035,2137,5527,2009,369,238,51679,151,95,24929,98,3638,1176,8083,1,57,43,196,6549,812,125,3289,,,,110400,614,2407,628,1976,27.7,8099,100,144,3497,3030,90910,3035,2290,2260,3035,0.4299,29,061
